ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,JOB,BEGIN_MONTHS,STATUS,TARGET
5114601,F,N,Y,1 children,180000,Higher education,Separated,House / apartment,-17289,-5550,1,0,0,1,Managers,-2,0,0
5105630,M,Y,N,2+ children,382500,Higher education,Married,House / apartment,-11526,-2622,1,1,0,0,Managers,-4,0,0
5048532,F,Y,Y,1 children,270000,Academic degree,Married,House / apartment,-12155,-979,1,0,0,0,Sales staff,-7,C,0
5061571,F,N,N,No children,189000,Secondary / secondary special,Married,Municipal apartment,-18452,-137,1,0,0,0,Laborers,-6,C,0
5023516,M,Y,Y,1 children,112500,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,-40,X,0
5053811,M,N,Y,1 children,90000,Secondary / secondary special,Married,With parents,-8316,-149,1,0,0,0,Laborers,-4,X,0
5066707,M,Y,N,No children,180000,Secondary / secondary special,Single / not married,Office apartment,-9710,-1376,1,1,1,0,Drivers,-11,X,0
5112820,F,N,Y,No children,121500,Secondary / secondary special,Married,House / apartment,-14866,-5992,1,0,0,0,Medicine staff,-4,C,0
5115412,F,N,Y,No children,495000,Higher education,Single / not married,Municipal apartment,-14443,-1686,1,0,1,0,Core staff,-5,1,0
5118171,M,Y,N,2+ children,225000,Secondary / secondary special,Married,House / apartment,-12801,-4357,1,0,0,0,Laborers,-14,C,0
5149663,F,N,Y,1 children,180000,Secondary / secondary special,Civil marriage,House / apartment,-11920,-2967,1,0,0,0,Realty agents,-10,C,0
5095797,M,Y,N,No children,135000,Secondary / secondary special,Married,House / apartment,-16624,-4054,1,0,0,0,Laborers,-38,C,0
5021836,F,Y,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-11938,-2162,1,0,0,0,Accountants,-32,X,0
5054582,F,N,Y,No children,382500,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,-17,0,0
5028448,F,Y,Y,No children,162000,Secondary / secondary special,Single / not married,House / apartment,-18071,-2822,1,0,0,0,Laborers,-31,C,0
5052621,M,Y,Y,1 children,180000,Secondary / secondary special,Married,House / apartment,-15988,-1994,1,0,1,0,High skill tech staff,-16,C,0
5036048,F,N,Y,No children,225000,Secondary / secondary special,Married,With parents,-10784,-3082,1,0,0,0,Laborers,-35,C,0
5135612,M,Y,N,No children,270000,Secondary / secondary special,Married,House / apartment,-16197,-3000,1,0,0,0,Drivers,-37,0,0
5041643,F,Y,Y,1 children,270000,Secondary / secondary special,Married,House / apartment,-14186,-1736,1,0,1,0,Sales staff,-11,0,0
5074653,F,Y,Y,No children,180000,Higher education,Married,House / apartment,-16949,-2687,1,0,0,0,Sales staff,-7,C,0
5029333,F,N,N,No children,225000,Secondary / secondary special,Separated,House / apartment,-11974,-1388,1,0,0,0,Sales staff,-13,C,0
5115484,F,Y,Y,No children,157500,Higher education,Married,House / apartment,-17052,-3055,1,0,0,0,Sales staff,-3,C,0
5054250,M,Y,N,2+ children,270000,Secondary / secondary special,Married,House / apartment,-11425,-4625,1,1,0,0,Laborers,-12,C,0
5010101,F,Y,Y,2+ children,306000,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,-16,X,0
5118469,M,Y,N,2+ children,270000,Secondary / secondary special,Married,House / apartment,-18147,-1101,1,1,0,0,Managers,-26,C,0
5022087,F,Y,Y,No children,202500,Incomplete higher,Married,House / apartment,-15812,-4231,1,1,1,1,Accountants,0,C,0
5149936,F,N,N,No children,450000,Secondary / secondary special,Married,House / apartment,-18826,-686,1,0,0,0,Laborers,-2,C,0
5053330,M,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-13194,-809,1,0,0,0,Drivers,-47,0,0
5058466,F,N,Y,2+ children,225000,Secondary / secondary special,Civil marriage,House / apartment,-12486,-1816,1,0,0,0,Laborers,-11,C,0
5036982,M,Y,Y,No children,202500,Secondary / secondary special,Civil marriage,House / apartment,-10886,-1315,1,1,0,0,Laborers,-6,X,0
5146059,F,N,Y,No children,157500,Secondary / secondary special,Separated,House / apartment,-19451,-278,1,0,0,0,Laborers,-29,0,0
5079011,M,Y,Y,2+ children,270000,Incomplete higher,Married,House / apartment,-15027,-1274,1,0,1,0,Managers,-45,0,0
5009931,M,Y,Y,No children,360000,Higher education,Married,House / apartment,-19958,-7465,1,0,0,0,Laborers,-4,0,0
5135745,M,N,Y,2+ children,112500,Secondary / secondary special,Married,House / apartment,-11964,-4280,1,0,0,0,Laborers,-28,X,0
5125518,M,N,Y,1 children,202500,Secondary / secondary special,Married,House / apartment,-14952,-104,1,0,1,0,Security staff,-3,C,0
5065405,F,N,Y,2+ children,135000,Secondary / secondary special,Married,House / apartment,-12589,-4096,1,0,1,0,Laborers,-36,X,0
5115967,M,Y,Y,2+ children,135000,Secondary / secondary special,Married,House / apartment,-14677,-3938,1,1,0,0,Laborers,-34,0,0
5105507,F,N,Y,No children,495000,Higher education,Married,House / apartment,-10684,-1032,1,0,0,0,Accountants,-4,0,0
5143076,M,N,N,No children,90000,Secondary / secondary special,Married,House / apartment,-14546,-349,1,1,1,0,Drivers,-5,X,0
5028932,F,N,Y,No children,225000,Secondary / secondary special,Widow,House / apartment,-17438,-142,1,0,0,0,Sales staff,-11,C,0
5045999,F,N,Y,1 children,225000,Secondary / secondary special,Single / not married,House / apartment,-15039,-3334,1,0,1,0,Private service staff,-17,C,0
5142313,M,N,Y,2+ children,225000,Secondary / secondary special,Married,House / apartment,-16778,-332,1,0,0,0,Core staff,-16,C,0
5041930,M,N,N,No children,121500,Secondary / secondary special,Married,House / apartment,-10312,-703,1,0,1,0,Laborers,-34,X,0
5091786,M,Y,Y,No children,360000,Higher education,Married,House / apartment,-9643,-1539,1,0,0,0,High skill tech staff,-19,C,0
5033717,F,N,Y,No children,189000,Secondary / secondary special,Single / not married,House / apartment,-18497,-2216,1,0,0,0,Sales staff,-7,0,0
5023813,F,Y,Y,No children,405000,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,0,0,0
5090044,M,N,N,1 children,225000,Higher education,Married,House / apartment,-13747,-6273,1,0,0,0,Core staff,-4,0,0
5146284,F,N,Y,No children,180000,Secondary / secondary special,Civil marriage,House / apartment,-16091,-7371,1,1,0,0,Core staff,-22,X,0
5028893,M,Y,Y,No children,270000,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,-13,0,0
5116955,F,N,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-17243,-2378,1,1,0,0,Laborers,-12,C,0
5116805,M,Y,N,1 children,292500,Secondary / secondary special,Married,House / apartment,-16310,-1401,1,0,0,0,Drivers,-38,1,0
5145844,F,N,Y,1 children,256500,Higher education,Married,House / apartment,-17594,-1315,1,0,1,0,Managers,-17,0,0
5009274,M,N,N,No children,180000,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,-40,0,0
5036987,F,N,Y,1 children,135000,Secondary / secondary special,Married,House / apartment,-13604,-1497,1,0,0,0,Cooking staff,-6,X,0
5024565,F,N,N,No children,270000,Secondary / secondary special,Single / not married,House / apartment,-11734,-2164,1,0,1,1,High skill tech staff,-31,0,0
5139371,F,N,Y,No children,121500,Secondary / secondary special,Civil marriage,House / apartment,-18513,-8163,1,0,0,0,High skill tech staff,-7,0,0
5054312,F,N,N,No children,112500,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,-24,X,0
5062522,F,N,Y,1 children,112500,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,-12,C,0
5117503,M,N,Y,No children,90000,Secondary / secondary special,Civil marriage,House / apartment,-16459,-704,1,1,0,0,Low-skill Laborers,0,X,0
5105132,M,Y,Y,No children,157500,Secondary / secondary special,Married,House / apartment,-10647,-1610,1,0,0,0,Laborers,-20,0,0
5033455,F,Y,N,2+ children,103500,Secondary / secondary special,Married,House / apartment,-15493,-872,1,1,1,0,Laborers,-36,C,0
5041399,F,N,Y,No children,225000,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,-1,C,0
5142437,M,Y,Y,1 children,225000,Higher education,Married,House / apartment,-16783,-3451,1,0,0,0,Managers,-12,X,0
5095592,F,N,N,No children,67500,Secondary / secondary special,Single / not married,House / apartment,-8660,-919,1,0,1,0,Sales staff,-8,0,0
5149965,F,N,Y,No children,180000,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,-38,0,0
5024332,F,N,N,No children,427500,Secondary / secondary special,Married,House / apartment,-20990,-6180,1,0,0,0,Sales staff,-25,1,0
5062079,F,N,Y,No children,112500,Secondary / secondary special,Married,House / apartment,-10535,-3819,1,1,1,0,Laborers,-6,0,0
5096349,M,Y,N,No children,315000,Secondary / secondary special,Married,House / apartment,-18214,-5210,1,1,1,0,Laborers,-25,0,0
5149467,F,N,Y,No children,193500,Secondary / secondary special,Married,House / apartment,-15447,-1721,1,0,0,0,Sales staff,-22,X,0
5116419,F,N,Y,No children,81000,Secondary / secondary special,Married,House / apartment,-17163,-3258,1,1,1,0,Sales staff,-34,0,0
5148584,M,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-11222,-1386,1,0,0,0,Drivers,-6,0,0
5024256,M,N,Y,1 children,121500,Secondary / secondary special,Single / not married,House / apartment,-12460,-4507,1,0,0,0,Laborers,-15,0,0
5091162,F,Y,Y,No children,256500,Secondary / secondary special,Married,House / apartment,-13821,-1071,1,0,0,1,Core staff,-29,0,0
5125289,F,N,N,1 children,202500,Secondary / secondary special,Separated,House / apartment,-13939,-134,1,0,0,0,Laborers,-39,0,0
5024271,M,Y,Y,2+ children,315000,Higher education,Married,House / apartment,-16856,-1373,1,0,0,0,Core staff,-30,0,0
5053814,M,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-14521,-4351,1,0,1,0,Laborers,-26,C,0
5113271,M,Y,Y,1 children,450000,Higher education,Married,House / apartment,-15098,-1562,1,0,0,1,Managers,-4,X,0
5061197,F,N,Y,1 children,135000,Secondary / secondary special,Civil marriage,With parents,-11567,-655,1,0,0,1,Sales staff,-3,X,0
5046440,M,Y,Y,No children,157500,Higher education,Married,House / apartment,-16783,-473,1,0,1,0,Core staff,-2,0,0
5010102,F,Y,Y,2+ children,306000,Higher education,Married,House / apartment,-13541,-3965,1,0,0,0,Core staff,-22,X,0
5118463,M,Y,N,2+ children,270000,Secondary / secondary special,Married,House / apartment,-18147,-1101,1,1,0,0,Managers,-29,0,0
5135611,M,Y,N,No children,270000,Secondary / secondary special,Married,House / apartment,-16197,-3000,1,0,0,0,Drivers,-42,C,0
5062188,F,Y,Y,2+ children,144000,Higher education,Married,House / apartment,-14291,-532,1,0,0,1,Accountants,-12,C,0
5094888,F,N,Y,No children,90000,Higher education,Single / not married,House / apartment,-21532,-4630,1,0,0,0,Laborers,-44,X,0
5029107,M,Y,N,1 children,315000,Secondary / secondary special,Married,House / apartment,-13230,-3643,1,0,0,1,High skill tech staff,-12,0,0
5009384,F,N,N,No children,450000,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,-32,0,0
5085684,F,N,Y,No children,135000,Secondary / secondary special,Single / not married,House / apartment,-20890,-3303,1,0,0,0,Laborers,-55,X,0
5009521,M,Y,N,2+ children,180000,Incomplete higher,Married,House / apartment,-12463,-2170,1,1,0,0,Laborers,-29,C,0
5091236,M,Y,Y,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-11245,-3273,1,0,0,0,Laborers,-36,C,0
5052624,M,Y,Y,1 children,180000,Secondary / secondary special,Married,House / apartment,-15988,-1994,1,0,1,0,High skill tech staff,-23,C,0
5010746,M,Y,Y,No children,157500,Secondary / secondary special,Married,House / apartment,-22014,-10236,1,1,1,0,Core staff,-20,C,0
5137133,M,Y,N,No children,326250,Higher education,Married,House / apartment,-11770,-108,1,1,0,0,Managers,-20,C,0
5126171,M,N,N,1 children,121500,Secondary / secondary special,Married,House / apartment,-13413,-1323,1,1,0,0,Drivers,-3,C,0
5139952,M,Y,Y,No children,135000,Higher education,Married,House / apartment,-11746,-401,1,1,1,0,Managers,-37,X,0
5056019,F,N,Y,No children,90000,Secondary / secondary special,Separated,House / apartment,-18512,-1213,1,0,0,0,Core staff,-4,C,0
5022593,F,N,Y,1 children,144000,Higher education,Civil marriage,House / apartment,-13435,-122,1,1,1,1,Secretaries,-9,C,0
5117479,F,N,N,No children,292500,Secondary / secondary special,Married,House / apartment,-14232,-1404,1,0,1,0,Sales staff,-19,0,0
5095496,F,N,Y,No children,337500,Higher education,Married,House / apartment,-12797,-2318,1,0,0,0,Core staff,-30,X,0
5088991,F,N,N,2+ children,171000,Secondary / secondary special,Married,House / apartment,-14622,-1160,1,1,1,0,Core staff,-38,0,0
5022201,M,Y,N,No children,112500,Secondary / secondary special,Married,House / apartment,-19270,-2531,1,1,0,0,Drivers,-49,0,0
5092467,F,N,N,No children,67500,Secondary / secondary special,Married,House / apartment,-15161,-2087,1,1,0,0,Sales staff,-6,X,0
5051025,M,Y,N,No children,540000,Higher education,Married,House / apartment,-17249,-1688,1,0,0,0,Laborers,-3,X,0
5115525,M,Y,Y,No children,252000,Secondary / secondary special,Married,House / apartment,-21663,-8015,1,0,1,0,Core staff,-19,0,0
5024572,F,N,N,No children,270000,Secondary / secondary special,Single / not married,House / apartment,-22829,-2558,1,0,0,0,High skill tech staff,-13,0,0
5041535,F,N,Y,No children,180000,Secondary / secondary special,Widow,House / apartment,-19819,-1463,1,0,1,0,Laborers,-14,C,0
5096857,M,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,-3,X,0
5112977,F,Y,N,No children,157500,Secondary / secondary special,Married,House / apartment,-14420,-2593,1,0,0,0,Private service staff,-22,0,0
5090968,M,Y,Y,1 children,202500,Secondary / secondary special,Married,House / apartment,-12496,-127,1,0,0,0,Laborers,-56,X,0
5023373,F,N,Y,2+ children,157500,Secondary / secondary special,Married,House / apartment,-17004,-1117,1,1,0,0,Private service staff,-31,C,0
5087552,M,Y,Y,No children,126000,Secondary / secondary special,Married,House / apartment,-14811,-2628,1,0,0,0,Laborers,-25,0,0
5092340,F,N,Y,No children,112500,Secondary / secondary special,Married,House / apartment,-19054,-1296,1,0,0,0,Cleaning staff,-20,C,0
5115639,M,Y,Y,No children,382500,Higher education,Separated,House / apartment,-14806,-710,1,1,1,0,Managers,-18,0,0
5033907,F,N,Y,1 children,135000,Secondary / secondary special,Civil marriage,House / apartment,-10045,-567,1,0,0,0,Laborers,-6,X,0
5140123,F,Y,Y,No children,126000,Secondary / secondary special,Single / not married,House / apartment,-18458,-2104,1,0,0,0,Core staff,-40,C,0
5117404,F,N,N,No children,94500,Secondary / secondary special,Married,House / apartment,-16758,-1619,1,0,0,0,Waiters/barmen staff,-18,C,0
5092115,M,Y,Y,1 children,180000,Secondary / secondary special,Married,House / apartment,-16794,-3092,1,1,1,0,High skill tech staff,-50,X,0
5142661,F,N,N,No children,117000,Secondary / secondary special,Civil marriage,House / apartment,-15424,-6801,1,0,0,0,Managers,-13,C,0
5117230,M,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-13826,-7128,1,0,0,0,Laborers,-7,C,0
5149425,F,N,Y,No children,202500,Higher education,Married,House / apartment,-21664,-7077,1,0,1,0,Core staff,-5,C,0
5009711,F,Y,N,No children,135000,Secondary / secondary special,Civil marriage,With parents,-11102,-433,1,1,1,0,Sales staff,0,X,0
5023187,M,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,-5,C,0
5069192,F,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-16024,-171,1,0,0,0,Laborers,-29,C,0
5068993,F,Y,Y,1 children,279000,Higher education,Civil marriage,House / apartment,-16187,-3731,1,1,1,0,Managers,-45,0,0
5105701,F,Y,N,No children,225000,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,Laborers,-18,X,0
5126757,M,Y,Y,2+ children,292500,Secondary / secondary special,Married,House / apartment,-8782,-1018,1,1,0,0,Laborers,-18,0,0
5033972,M,Y,Y,1 children,256500,Higher education,Married,Office apartment,-11154,-4409,1,0,0,0,Core staff,-38,C,0
5061786,M,N,Y,1 children,135000,Secondary / secondary special,Married,House / apartment,-14185,-958,1,0,1,1,Laborers,-8,C,0
5105144,M,Y,Y,1 children,90000,Secondary / secondary special,Married,House / apartment,-14263,-2553,1,1,1,0,Laborers,-1,C,0
5079257,M,N,Y,No children,135000,Higher education,Married,House / apartment,-17367,-4546,1,0,0,0,High skill tech staff,-23,0,0
5146482,F,N,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18744,-3141,1,0,1,0,Laborers,-39,X,0
5140163,F,N,Y,1 children,166500,Higher education,Single / not married,House / apartment,-12538,-2593,1,1,1,0,Core staff,-5,0,0
5092175,M,Y,N,2+ children,315000,Incomplete higher,Married,House / apartment,-11080,-657,1,0,0,0,Managers,-15,0,0
5114023,F,Y,N,No children,135000,Secondary / secondary special,Married,House / apartment,-12415,-3695,1,0,0,0,Managers,-8,0,0
5062535,F,Y,Y,No children,135000,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,-47,0,0
5053696,F,N,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-17445,-2493,1,0,0,0,HR staff,-1,0,0
5067670,M,Y,Y,No children,157500,Higher education,Married,House / apartment,-18750,-536,1,0,0,0,Security staff,-45,C,0
5022557,F,N,Y,No children,112500,Higher education,Civil marriage,House / apartment,-11234,-2531,1,0,1,1,Sales staff,-15,C,0
5149445,M,Y,Y,No children,238500,Higher education,Married,With parents,-12187,-2602,1,0,0,0,Laborers,-1,C,0
5010137,F,N,Y,2+ children,270000,Secondary / secondary special,Married,House / apartment,-12927,-2078,1,1,1,1,Managers,-12,C,0
5009503,M,Y,N,No children,270000,Secondary / secondary special,Married,House / apartment,-11706,-1164,1,1,0,1,Drivers,-40,0,0
5125617,F,N,N,No children,126000,Secondary / secondary special,Married,House / apartment,-18166,-3666,1,1,0,0,Medicine staff,-3,C,0
5135483,M,N,Y,No children,135000,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,-8,0,0
5048148,M,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-18103,-3840,1,0,0,0,Laborers,-37,0,0
5079097,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-12571,-451,1,1,0,1,Drivers,-20,C,0
5048073,F,N,Y,No children,225000,Higher education,Widow,House / apartment,-21450,-13245,1,0,0,0,Core staff,-27,0,0
5008882,F,N,Y,2+ children,126000,Higher education,Married,House / apartment,-12411,-1773,1,0,0,1,Managers,-27,C,0
5046028,M,Y,Y,1 children,247500,Secondary / secondary special,Married,House / apartment,-11992,-3579,1,0,0,0,Managers,-2,0,0
5024978,F,Y,N,No children,382500,Higher education,Civil marriage,House / apartment,-11153,-1281,1,1,1,0,Accountants,-59,0,0
5089047,F,Y,N,No children,225000,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,1,0,0,Laborers,-1,C,0
5010420,F,N,Y,No children,67500,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,-27,1,0
5048592,F,N,Y,No children,247500,Secondary / secondary special,Separated,House / apartment,-19348,-3322,1,1,1,0,Laborers,0,C,0
5089547,F,N,N,1 children,135000,Higher education,Separated,House / apartment,-13108,-2043,1,0,1,0,Core staff,0,0,0
5061470,F,N,Y,1 children,112500,Higher education,Married,House / apartment,-10831,-1263,1,0,0,0,Laborers,-3,0,0
5143553,F,N,Y,No children,112500,Secondary / secondary special,Married,House / apartment,-18435,-2175,1,0,1,0,Sales staff,-21,0,0
5079105,F,N,Y,No children,202500,Higher education,Married,House / apartment,-17279,-4363,1,1,1,0,Accountants,-30,0,0
5065657,M,Y,Y,No children,180000,Secondary / secondary special,Single / not married,House / apartment,-19307,-603,1,1,1,0,Laborers,-7,0,0
5146498,M,N,N,No children,225000,Incomplete higher,Married,House / apartment,-9060,-189,1,1,1,0,Sales staff,-36,0,0
5096861,M,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,-28,X,0
5112956,M,Y,Y,No children,270000,Higher education,Married,House / apartment,-16872,-769,1,1,1,1,Accountants,-38,0,0
5149662,F,N,Y,1 children,180000,Secondary / secondary special,Civil marriage,House / apartment,-11920,-2967,1,0,0,0,Realty agents,-2,C,0
5029711,M,N,Y,1 children,225000,Secondary / secondary special,Married,House / apartment,-10930,-777,1,0,0,0,Core staff,-4,C,0
5054716,F,N,Y,No children,103500,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,-1,C,0
5095842,M,N,N,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-12285,-97,1,0,1,0,Laborers,-17,X,0
5142439,M,Y,Y,1 children,225000,Higher education,Married,House / apartment,-16783,-3451,1,0,0,0,Managers,-16,C,0
5067001,M,Y,Y,No children,202500,Secondary / secondary special,Married,House / apartment,-18752,-11906,1,0,1,0,Laborers,-4,C,0
5050515,F,N,N,No children,225000,Secondary / secondary special,Civil marriage,House / apartment,-19488,-3119,1,1,0,0,Sales staff,-20,X,0
5054301,F,Y,N,No children,112500,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,-18,0,0
5062190,F,Y,Y,2+ children,144000,Higher education,Married,House / apartment,-14291,-532,1,0,0,1,Accountants,-49,C,0
5105314,F,N,Y,No children,202500,Higher education,Single / not married,Co-op apartment,-12196,-2218,1,0,0,0,Accountants,-1,C,0
5053374,F,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-11084,-2697,1,0,0,0,Managers,-9,C,0
5113700,F,N,Y,No children,112500,Secondary / secondary special,Married,House / apartment,-12909,-558,1,0,0,0,High skill tech staff,-1,C,0
5114504,M,N,N,2+ children,180000,Secondary / secondary special,Married,House / apartment,-9930,-2324,1,0,0,1,Laborers,-9,C,0
5088886,F,N,Y,No children,171000,Secondary / secondary special,Single / not married,Rented apartment,-16938,-673,1,0,0,0,Laborers,-4,0,0
5117062,F,N,Y,No children,108000,Secondary / secondary special,Married,House / apartment,-17621,-1891,1,0,0,0,Laborers,-29,0,0
5096030,F,Y,N,1 children,135000,Secondary / secondary special,Single / not married,House / apartment,-15063,-1193,1,0,0,0,Laborers,-21,C,0
5150239,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-19084,-128,1,1,0,0,Laborers,-14,C,0
5090921,F,N,N,No children,76500,Secondary / secondary special,Married,House / apartment,-14234,-2896,1,1,0,0,Laborers,-9,0,0
5137004,M,Y,N,No children,139500,Secondary / secondary special,Married,House / apartment,-18333,-8143,1,1,1,0,Drivers,-3,C,0
5068091,M,Y,Y,No children,220500,Secondary / secondary special,Married,House / apartment,-19597,-993,1,0,1,0,Drivers,-48,0,0
5024196,F,Y,Y,2+ children,270000,Higher education,Married,House / apartment,-13669,-428,1,0,1,0,Managers,-34,X,0
5062519,F,N,Y,1 children,112500,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,-5,0,0
5021194,F,N,N,No children,225000,Higher education,Separated,House / apartment,-12904,-4297,1,0,1,0,Laborers,-19,C,0
5041778,F,Y,N,2+ children,135000,Higher education,Married,House / apartment,-13525,-4478,1,1,1,0,Core staff,-7,C,0
5023811,M,N,Y,No children,202500,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,-46,0,0
5045693,F,N,Y,No children,247500,Higher education,Single / not married,House / apartment,-13788,-3822,1,1,1,0,Laborers,-50,X,0
5125453,F,N,Y,No children,337500,Higher education,Single / not married,House / apartment,-16590,-438,1,0,1,1,Managers,-8,0,0
5028901,M,Y,Y,No children,270000,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,-24,C,0
5069425,M,Y,Y,No children,202500,Secondary / secondary special,Married,Municipal apartment,-16896,-354,1,0,1,0,Sales staff,-60,0,0
5022206,M,N,Y,1 children,202500,Secondary / secondary special,Married,House / apartment,-14143,-275,1,0,1,0,Drivers,-13,C,0
5045538,M,Y,N,2+ children,225000,Higher education,Married,With parents,-10937,-1539,1,0,0,0,High skill tech staff,-33,0,0
5126205,F,N,N,No children,270000,Higher education,Married,House / apartment,-11451,-2206,1,0,1,0,Accountants,0,C,0
5126242,F,N,N,No children,216000,Secondary / secondary special,Separated,House / apartment,-20062,-561,1,1,0,0,Cleaning staff,-28,C,0
5118216,F,N,N,2+ children,112500,Secondary / secondary special,Married,House / apartment,-10150,-1162,1,1,1,0,Core staff,-19,X,0
5041269,F,N,Y,No children,99000,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,-3,0,0
5115515,F,N,N,1 children,81000,Secondary / secondary special,Married,With parents,-12812,-3389,1,1,1,0,Core staff,-30,C,0
5022565,F,N,Y,1 children,225000,Higher education,Married,House / apartment,-13071,-1344,1,0,0,0,Sales staff,-9,0,0
5067326,M,N,N,2+ children,202500,Lower secondary,Married,House / apartment,-13593,-2546,1,1,0,0,Laborers,-7,C,0
5065619,M,N,Y,No children,247500,Secondary / secondary special,Married,House / apartment,-15302,-596,1,1,1,0,Laborers,-40,X,0
5125674,F,Y,Y,No children,292500,Secondary / secondary special,Single / not married,House / apartment,-13387,-1991,1,0,0,0,Realty agents,-4,0,0
5092474,F,N,N,1 children,85500,Secondary / secondary special,Married,Municipal apartment,-15014,-6866,1,0,0,0,Core staff,-35,C,0
5091369,M,Y,Y,No children,247500,Secondary / secondary special,Married,House / apartment,-15366,-1266,1,1,1,0,Drivers,-29,C,0
5041208,F,N,Y,No children,180000,Higher education,Widow,House / apartment,-23035,-2134,1,0,0,0,Secretaries,-19,C,0
5047816,F,Y,N,No children,135000,Secondary / secondary special,Married,House / apartment,-10445,-249,1,0,0,0,Laborers,-28,0,0
5054484,F,N,Y,No children,103500,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,-10,C,0
5115688,F,Y,Y,No children,180000,Higher education,Married,House / apartment,-15554,-2416,1,0,1,0,Drivers,-4,X,0
5118242,M,N,N,No children,157500,Secondary / secondary special,Married,House / apartment,-13739,-2896,1,0,0,0,Security staff,-17,X,0
5113978,M,Y,N,No children,270000,Incomplete higher,Married,House / apartment,-11955,-893,1,1,1,1,Laborers,-16,C,0
5118380,M,Y,N,No children,270000,Secondary / secondary special,Married,House / apartment,-20776,-2745,1,1,1,0,Managers,-27,C,0
5044939,M,N,Y,2+ children,360000,Higher education,Married,House / apartment,-16027,-5639,1,0,1,0,Managers,-3,C,0
5067201,M,N,N,1 children,405000,Secondary / secondary special,Married,With parents,-12675,-1328,1,0,0,0,Drivers,-24,C,0
5126007,M,Y,Y,2+ children,171000,Secondary / secondary special,Married,House / apartment,-13344,-1230,1,0,0,0,Core staff,-17,X,0
5041720,F,N,Y,No children,202500,Higher education,Married,House / apartment,-11158,-640,1,0,1,0,High skill tech staff,-19,C,0
5065442,F,Y,N,2+ children,270000,Secondary / secondary special,Married,With parents,-13258,-2300,1,0,0,0,Managers,-18,0,0
5023417,F,Y,Y,1 children,225000,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,-17,C,0
5048315,F,N,N,No children,90000,Higher education,Separated,House / apartment,-21887,-1526,1,0,0,0,Core staff,-54,X,0
5100225,F,N,Y,No children,247500,Secondary / secondary special,Married,House / apartment,-19210,-3322,1,0,1,0,Managers,-3,X,0
